Bedrooms,Bathrooms,SquareFeet,Neighborhood
4,3,0.02020011951272599,1
4,2,-0.3221064616400496,0
2,3,-1.4584948071929187,0
2,2,-1.46892038834478,1
3,1,-1.3803029485539597,0
5,2,1.2851706326052164,2
4,1,-0.5115045192321944,0
2,2,0.5067272399329146,1
3,2,1.4641431090455002,2
3,2,0.011512135219508333,2
2,1,0.190484611659792,0
4,1,0.8212322713473936,0
5,1,1.5579733394122508,1
3,2,0.6022950671583088,0
4,2,-0.5375684721118474,2
2,2,-0.7756192417460112,2
2,2,-0.27519134645667426,0
3,2,-0.4541638228969579,2
4,3,-1.6843823988165778,1
4,1,0.3538187163722839,2
4,3,0.9098497111382138,2
2,2,0.246087711136385,2
3,2,-1.4359060480305528,1
5,3,1.6240020200407048,2
4,2,-0.3742343673993555,2
5,2,1.5875124860091907,0
3,1,-1.2221816344173986,2
3,3,-1.4028917077163257,1
2,2,0.7656291718708007,2
5,1,0.41115941270752043,1
3,1,1.319922569778087,2
2,3,1.6326900043339225,0
5,2,0.7048132818182771,1
3,3,-0.6922145925311216,2
5,3,-0.772144048028724,1
2,3,0.5762311142786558,2
5,1,0.02541291008865658,0
2,3,-0.4211494825827308,0
3,3,-1.0188828019561054,2
2,3,0.44069855930446045,1
4,2,-0.09100607944045998,2
4,2,-0.9632797024795124,1
4,2,1.1774396273693175,2
2,1,-0.3516456082369896,1
5,3,-0.9771804773486606,0
3,2,1.3598872975268883,2
5,2,0.8038563027609583,2
3,3,-1.7226095297067354,2
5,1,1.634427601192566,2
2,3,0.8264450619233242,0
3,2,1.3112345854848693,1
3,1,-0.4350502574518791,2
2,1,0.4267977844353122,0
2,1,1.4554551247522824,1
2,3,-1.3472886082397326,2
2,2,-0.028452592529292876,0
2,2,0.7725795593053748,0
4,2,0.18353422422521787,2
2,2,-0.5132421160908379,2
4,2,1.486731868207866,2
3,1,-0.12402041975468707,0
5,3,-0.5340932783945603,2
5,3,0.22176135511537556,2
3,3,1.1878652085211787,2
2,3,-0.3568583988129202,1
5,3,1.568398920564112,0
3,3,0.501514449356984,0
2,3,-0.5914339747297969,0
5,3,0.24782530799502853,0
2,1,0.44764894673903455,2
5,2,0.557117548833577,1
3,1,-1.1405145820611526,0
2,1,-0.26476576530481305,1
5,1,-0.8972510218510582,1
2,3,1.297333810615721,1
4,2,-0.375971964257999,1
4,1,0.7326148315565736,2
2,2,1.339036135223166,2
5,1,-1.7295599171413094,2
3,1,-1.449806822899701,1
3,1,1.6587539572135754,0
5,1,-1.580126587297966,0
2,2,1.1218365278927245,2
3,3,1.6483283760617142,1
5,1,0.4042090252729463,1
3,1,0.23739972684316735,1
5,1,0.8351330462165419,1
3,3,-0.7686688543114369,0
5,3,-1.5940273621671142,0
5,2,-1.7382479014345271,1
4,2,-0.82427195378803,0
5,1,1.5892500828678342,2
5,3,-1.6930703831097953,0
4,3,0.7725795593053748,1
3,2,-0.11185724174418235,1
5,1,-0.27692894331531775,0
3,3,-1.3733525611193858,2
2,2,1.3668376849614623,0
5,1,-1.3160118647841492,1
3,2,-0.7860448228978723,1
5,2,-0.20221227839364594,0
3,1,-1.5001971318003635,1
5,1,0.3260171666339874,1
4,2,-0.9511165244690077,1
5,3,-0.9997692365110266,2
5,3,1.3286105540713047,2
5,2,1.3164473760608,1
3,3,-1.6809072050992906,2
3,2,-0.9406909433171465,0
2,1,0.8594594022375514,2
4,1,-0.5323556815359168,1
3,2,0.7204516535460689,1
5,2,0.058427250402883664,0
4,2,1.1357373027618727,1
5,3,1.0505950566883397,2
4,1,0.7360900252738607,1
2,2,-0.8312223412226041,0
4,2,-0.9789180742073043,1
3,1,0.10534236558625899,2
5,3,-0.8520735035263265,2
4,1,0.6613733603521889,1
4,2,0.07927841270660603,2
5,3,-0.1709355349380624,2
2,1,1.4450295436004212,2
3,1,-0.023239801953362282,2
2,3,1.0801342032852799,1
5,1,-0.9806556710659478,2
3,3,-0.23001382813194243,0
5,1,-1.6843823988165778,1
4,1,-0.47327738834203675,0
2,3,-0.6939521893897651,0
5,2,-0.8642366815368312,1
4,1,1.0488574598296962,0
2,1,1.372050475537393,0
5,2,1.6135764388888436,0
3,1,-1.3994165139990387,2
2,3,1.1322621090445857,1
2,2,-0.20047468153500242,0
3,3,0.8907361456931349,1
2,3,-0.026714995670649343,2
5,3,0.697862894383703,2
4,1,1.6326900043339225,2
5,1,-1.383778142271247,0
2,2,-0.8624990846781877,1
3,3,0.9515520357456585,1
4,2,-1.5366866658318776,1
3,2,-0.5288804878186297,2
2,2,0.6804869257972677,2
2,3,1.5701365174227555,0
2,1,0.8212322713473936,1
2,3,-0.4541638228969579,0
5,2,-0.8485983098090394,1
5,3,-1.5471122469837388,2
4,1,-1.1822169066685972,0
4,1,0.6909125069491289,2
5,1,-1.09012427316049,0
2,3,-1.324699849077367,1
2,1,0.2686764702987509,1
2,3,0.1505198839109908,2
2,1,-1.3750901579780292,2
2,2,-0.6400866867718157,1
3,1,0.06537763783745779,2
3,3,0.03931368495780482,2
2,2,-0.7686688543114369,1
4,1,-1.0640603202808372,0
4,2,-0.2508649904356648,2
2,1,0.9915167634944597,2
3,1,1.2955962137570776,0
2,3,1.40506481585162,2
3,2,1.3338233446472352,1
5,3,-0.15703476006891415,1
4,1,-0.24043940928380364,1
2,2,0.47718809333597456,0
2,2,-0.2491273935770213,0
3,1,0.9393888577351538,1
2,3,-1.5783889904393222,0
3,2,1.5927252765851214,1
3,3,-1.3577141893915938,1
4,1,1.4085400095689071,2
2,3,0.20091019281165318,2
4,1,-0.31168088048818837,0
5,2,0.9689280043320938,2
2,3,0.7465156064257219,1
2,1,-1.58707697473254,2
3,1,0.9897791666358161,0
4,3,0.1001295750103284,0
5,2,-0.7877824197565159,2
4,1,1.6709171352240801,1
5,2,1.0002047477876774,1
5,1,1.0314814912432608,0
3,1,1.6952434912450896,1
3,3,1.4797814807732919,1
5,1,-0.19526189095907182,0
3,1,0.11229275302083312,1
3,3,1.6326900043339225,1
3,1,1.0262687006673303,1
4,1,1.3668376849614623,1
3,1,1.1583260619242386,2
3,3,-1.6948079799684388,1
5,1,-1.7000207705443695,1
3,1,-1.4915091475071458,0
4,1,-0.23522661870787304,2
4,3,1.1513756744896646,2
2,2,1.6448531823444272,0
5,2,0.2078605802462273,2
4,1,1.0888221875784974,1
2,2,0.727402040980643,1
2,3,0.8611969990961948,1
2,3,-1.6478928647850635,1
4,1,0.10881755930354606,1
3,1,-0.3985607234203649,2
5,2,-1.2256568281346856,2
2,1,1.4728310933387176,2
3,1,-1.620091315046767,1
2,1,0.7465156064257219,2
5,1,0.09491678443439781,2
4,1,1.4207031875794118,2
4,3,-1.6027153464603316,0
3,3,-0.4750149852006803,1
4,2,1.160063658782882,2
4,3,-0.037140576822510527,1
5,2,-0.2439146030010907,2
4,1,0.8507714179443338,2
5,1,-0.713065754834844,2
4,2,1.5423349676844589,0
3,2,-0.261290571587526,0
3,3,1.627477213757992,0
4,1,-0.8903006344164841,1
4,1,1.0836093970025669,2
4,1,-0.17441072865534946,0
2,3,1.312972182343513,1
2,1,-0.9806556710659478,2
3,2,-0.5653700218501438,0
2,3,-0.909414199861563,1
2,3,-1.3959413202817517,0
3,1,0.6474725854830407,0
2,1,-0.14139638834112236,0
4,3,-0.4715397914833932,0
5,3,-0.23522661870787304,0
4,1,-0.5427812626877779,0
4,2,0.27388926087468146,1
2,1,-1.2899479119044963,0
3,2,-1.5332114721145906,0
2,3,-1.3264374459360104,1
2,3,1.064495831557488,0
5,3,0.8438210305097595,1
4,2,-0.33600723650919784,0
3,3,1.2087163708249011,1
5,2,0.06364004097881426,0
2,3,0.2999532137543344,2
4,2,-0.7773568386046547,1
3,2,1.5232214022393802,1
3,1,1.3859512504065412,0
3,3,-0.40029832027900847,2
5,3,-1.4011541108576822,0
2,3,1.6917682975278026,1
2,2,-0.44547583860374024,2
2,3,-0.6800514145206169,2
2,3,-1.269096749600774,2
5,2,-1.5888145715911834,1
5,3,0.09665438129304134,2
5,2,-0.29430491190175306,0
2,2,0.053214459826953074,2
3,3,0.2860524388851862,2
5,3,1.709144266114238,2
2,2,0.3555563132309274,2
2,3,-1.0883866763018466,0
5,1,-0.13097080718926118,2
4,1,0.8768353708239867,0
5,2,-1.7087087548375872,1
3,1,0.2652012765814638,2
5,2,0.5588551456922205,0
4,2,0.37466987867600626,1
4,2,-0.7234913359867052,2
4,3,-1.1926424878204585,2
4,3,1.2069787739662574,0
3,2,1.1218365278927245,1
4,3,0.8629345959548385,0
5,3,0.4615497216081828,1
2,3,1.2695322608774247,2
3,3,-1.2847351213285656,2
4,3,-0.8885630375578406,1
5,2,0.07232802527203192,1
4,3,-1.6357296867745588,2
3,1,1.5631861299881813,2
2,3,-0.47327738834203675,1
3,2,1.7039314755383073,2
4,1,-0.31168088048818837,2
3,2,-0.36554638310613785,2
4,1,0.22523654883266261,0
5,1,0.8073314964782454,1
3,3,-0.9841308647832347,2
4,3,0.16615825563878256,2
2,3,0.013249732078151865,0
3,1,-1.420267676302761,2
4,3,0.1783214336492873,1
4,2,0.6909125069491289,0
3,1,-1.7191343359894484,1
3,2,0.3381803446444921,0
2,1,1.438079156165847,1
2,3,-0.6053347495989451,1
4,2,-1.4949843412244328,0
5,2,-1.449806822899701,2
3,1,0.9949919572117467,2
5,1,-0.06320452970216349,0
4,3,-1.3107990742082185,2
2,2,-0.2109002626868636,1
4,2,-0.8346975349398912,2
4,1,0.016724925795438925,2
4,1,1.3164473760608,1
3,3,-0.6105475401748757,0
4,2,-0.16224755064484475,2
5,3,-1.1248762103333607,0
3,3,-1.2100184564068939,1
5,3,-1.0675355139981242,1
5,3,-0.5028165349389768,0
3,3,-0.1709355349380624,0
5,3,1.1444252870550904,0
2,1,0.32080437605805684,2
5,1,-1.6079281370362624,0
5,2,1.1670140462174563,1
5,3,-0.18483630980721064,2
4,3,0.15920786820420846,0
5,1,-0.9771804773486606,1
3,1,-1.3490262050983763,0
5,2,-0.5375684721118474,2
5,2,-1.3889909328471775,1
4,1,1.5266965959566672,0
2,1,-0.04235336739844112,2
2,3,1.6969810881037333,2
4,3,-1.5210482941040857,2
4,1,-1.364664576826168,0
4,1,0.6961252975250595,0
3,3,-0.24738979671837774,2
5,1,1.3842136535478977,1
2,1,1.6205268263234178,1
3,3,-1.1544153569303008,0
2,1,1.2886458263225034,2
5,2,-0.7408673045731405,2
4,2,0.6214086326033876,0
2,2,1.034956684960548,1
3,2,0.48240088391190517,0
2,1,-0.23001382813194243,0
2,1,1.4832566744905789,0
2,1,-0.5028165349389768,2
4,2,-0.4524262260383144,1
2,2,-1.486296356931215,1
3,2,0.7673667687294442,1
4,3,1.1374748996205162,1
5,3,-0.03366538310522347,2
4,1,1.3216601666367305,0
3,2,-0.023239801953362282,1
3,1,-0.014551817660144628,0
5,3,-0.028452592529292876,1
4,3,0.6022950671583088,2
2,1,-1.3160118647841492,1
5,3,0.6561605697762583,0
4,2,-0.1535595663516271,1
3,3,-0.16398514750348828,2
3,2,-0.06320452970216349,0
4,2,0.9915167634944597,1
5,2,1.686555506951872,2
2,1,0.34513073207906625,1
3,3,1.5180086116634495,0
5,3,0.8803105645412738,0
5,1,0.1783214336492873,0
2,2,0.06711523469610133,1
5,3,0.1279311247486249,2
3,3,1.0749214127093492,0
3,3,-0.7860448228978723,0
3,3,1.5770869048573295,0
4,2,0.6822245226559112,0
3,1,-0.5236676972426991,0
5,1,-1.5627506187115305,2
3,1,1.6396403917684967,2
2,2,-0.36033359253020725,0
3,1,-0.76519366059415,2
2,1,0.19395980537707908,2
5,3,-0.4037735139962955,0
4,1,-0.23522661870787304,1
5,2,1.201765983390327,0
2,2,-0.43331266059323553,0
5,1,0.03410089438187423,0
3,1,1.1635388525001693,2
3,3,-0.40203591713765197,1
4,1,-1.109237838605569,1
5,3,1.175702030510674,2
2,1,-0.23001382813194243,1
3,2,0.3833578629692239,0
5,2,-0.2665033621634566,1
4,1,0.13140631846591197,0
3,1,-0.8121087757775253,0
3,3,-1.361189383108881,2
5,3,-1.7312975139999531,1
4,2,-0.4037735139962955,2
5,3,0.9671904074734503,0
5,3,0.8073314964782454,0
4,2,0.32254197291670034,2
3,1,-1.52799868153866,1
4,2,1.4624055121868564,1
5,3,-0.7287041265626357,2
3,1,1.6987186849623768,1
2,1,-0.4211494825827308,0
2,2,0.9359136640178667,2
4,2,0.4685001090427569,2
3,3,0.30342840747162153,1
4,3,-0.27519134645667426,0
4,1,0.3885706535451545,2
3,1,-1.223919231276042,0
2,1,-1.2812599276112786,0
3,1,0.030625700664587172,0
3,1,1.4988950462183708,1
4,2,0.36945708810007566,1
5,3,0.4858760776291922,0
3,1,-0.657462655358251,2
3,3,-0.6678882365101122,2
5,1,0.15573267448692138,1
5,3,-0.6800514145206169,2
3,1,-0.879875053264623,2
3,2,0.9932543603531032,0
3,3,-0.624448315044024,2
4,1,-0.12228282289604353,0
2,2,0.5293159990952805,1
5,3,-0.5914339747297969,2
3,3,-1.1544153569303008,1
2,1,1.5649237268468248,0
2,1,-1.2777847338939916,2
3,1,-1.0918618700191338,1
2,3,0.10881755930354606,0
3,3,-0.6105475401748757,1
2,3,-0.38465994855121666,0
3,3,0.4997768524983405,2
2,3,-0.9320029590239288,1
5,1,-1.4880339537898588,1
3,2,1.1878652085211787,2
4,2,0.360769103806858,2
3,3,-1.0935994668777773,0
5,3,0.11229275302083312,0
5,1,-1.2134936501241809,0
2,2,-0.8746622626886924,0
4,2,-0.9580669119035818,1
3,3,0.557117548833577,0
4,3,-0.17614832551399298,0
5,1,-1.1613657443648748,1
4,2,-1.7191343359894484,2
3,2,1.0801342032852799,1
2,2,0.8177570776301066,0
3,2,0.783005140457236,2
3,1,-1.5523250375596693,1
3,1,-0.07015491713673762,2
5,2,-1.0883866763018466,2
5,3,0.9550272294629455,2
3,1,-0.35512080195427664,0
4,2,-0.3638087862474943,1
2,3,1.0783966064266362,1
3,1,-0.2508649904356648,0
5,1,-0.37249677054071195,2
4,1,-1.3386006239465151,0
4,2,0.20438538652894025,0
4,3,1.100985365589002,0
2,1,-1.2708343464594174,2
5,3,-0.6348738961958851,1
5,1,1.2677946640187812,0
2,3,1.339036135223166,2
4,3,0.6005574702996652,2
2,1,-1.105762644888282,2
3,3,1.6743923289413674,1
5,1,-0.35338320509563315,1
5,2,-1.3664021736848115,2
3,3,-0.6070723464575887,1
3,1,0.45286173731496515,0
2,2,0.812544287054176,2
4,2,0.5258408053779935,1
3,3,-0.15182196949298357,2
4,1,-1.0379963674011843,1
2,2,1.3372985383645224,0
3,1,-0.08405569200588586,1
4,3,1.6691795383654366,2
4,1,1.4068024127102636,2
3,2,-0.46632700090746265,2
2,1,0.25477569542960266,1
5,3,-0.15703476006891415,2
3,1,-0.6852642050965475,1
5,2,-0.36554638310613785,0
2,1,0.6005574702996652,1
3,3,-0.79473280719109,2
3,3,0.16442065878013903,0
3,3,-0.8972510218510582,0
5,3,-1.112713032322856,0
4,1,-0.28040413703260486,0
2,3,-0.38292235169257316,2
4,1,1.627477213757992,0
4,3,0.36945708810007566,0
2,3,-1.5193106972454422,0
2,2,0.753465993860296,0
5,2,-0.14139638834112236,1
2,1,-0.5705828124260744,2
5,2,-1.4115796920095434,2
2,1,-0.10143166059232117,2
2,3,-0.5671076187087875,0
4,2,-1.2621463621661997,1
3,2,0.9706656011907373,2
4,1,-0.012814220801501098,1
5,3,0.4267977844353122,2
5,3,-1.3403382208051586,0
3,1,-1.3455510113810891,0
4,1,1.1218365278927245,2
3,2,1.5840372922919037,0
2,3,-0.5618948281328568,0
4,2,1.5475477582603896,1
4,3,-1.2100184564068939,0
5,3,0.9654528106148067,2
4,2,0.4667625121841134,0
3,1,-0.6400866867718157,0
2,3,1.4259159781553423,2
2,2,-0.7252289328453487,0
2,2,-0.7773568386046547,2
2,3,-1.1161882260401432,1
3,1,-0.7269665297039922,0
4,1,1.4085400095689071,0
2,3,1.1305245121859422,1
5,3,1.634427601192566,0
2,2,1.3859512504065412,0
3,1,-0.716540948552131,1
4,3,0.5449543708230723,0
4,3,1.650065972920358,1
5,3,0.6214086326033876,1
2,1,-1.112713032322856,0
5,3,1.0523326535469832,2
5,3,0.31559158548212624,0
3,3,0.7638915750121572,0
3,1,1.352936910092314,2
2,2,-0.8972510218510582,2
5,1,-0.40029832027900847,1
3,1,-1.1561529537889443,0
2,3,-0.3742343673993555,1
2,1,-0.598384362164371,2
2,1,1.1305245121859422,1
3,3,-1.1526777600716573,1
3,2,-0.6783138176619734,0
3,1,-1.2169688438414679,2
4,3,-1.079698692008629,0
3,3,0.3955210409797286,1
2,1,-1.302111089915001,0
2,3,-0.27692894331531775,1
3,1,-1.2777847338939916,0
4,3,0.694387700666416,0
2,1,-1.4550196134756317,1
2,3,1.4102776064275506,0
4,1,1.349461716375027,2
4,1,1.4085400095689071,0
5,3,0.9689280043320938,0
2,1,-0.08405569200588586,2
5,2,0.00282415092629068,0
2,3,-0.9754428804900172,0
4,3,-0.9650172993381559,1
4,2,0.6196710357447441,2
3,1,1.630952407475279,0
3,2,-0.9285277653066418,0
5,1,1.0888221875784974,0
5,1,1.6691795383654366,0
2,3,-1.6218289119054106,0
5,1,-1.4776083726379976,1
3,2,-1.1926424878204585,0
5,1,1.4328663655899165,2
3,3,-1.6895951893925083,0
4,2,0.07059042841338838,2
2,3,-1.2152312469828244,2
4,1,0.6405221980484664,0
4,1,1.4224407844380553,2
5,2,-1.2152312469828244,2
5,2,1.5614485331295378,1
4,3,-0.8016831946256641,0
5,2,-0.14487158205840944,1
4,3,0.6231462294620311,0
5,3,0.9168000985727879,0
2,2,-0.23001382813194243,2
4,3,1.0922973812957846,1
2,2,0.41115941270752043,0
5,3,0.6891749100904854,0
4,2,-1.5592754249942435,1
5,1,-0.8624990846781877,2
5,1,-0.26302816844616955,1
4,2,0.4563369310322522,1
4,1,1.2035035802489704,0
4,3,0.8055938996196019,1
5,1,0.3781450723932933,1
5,3,-0.25260258729430835,2
5,3,-0.016289414518788157,2
2,1,1.4849942713492224,0
5,1,0.3885706535451545,1
3,1,0.6509477792003276,0
2,1,-1.5558002312769563,1
2,3,-1.328175042794654,0
3,3,0.4372233655871734,1
4,3,0.004561747784934211,2
5,2,0.18179662736657434,0
3,1,0.6787493289386242,2
3,2,0.8907361456931349,0
5,1,-0.7391297077144969,1
3,2,1.3807384598306105,1
3,2,-0.8277471475053171,1
4,2,0.2999532137543344,0
4,1,-0.8607614878195441,0
3,1,-0.9893436553591654,2
4,3,-0.14139638834112236,0
4,3,0.02888810380594364,1
5,1,1.5093206273702318,0
4,3,-1.1735289223753798,1
2,1,-0.6713634302273993,2
2,3,-0.9563293150449383,2
3,2,-0.320368864781406,1
3,1,-0.04409096425708465,1
5,1,-0.9928188490764525,0
3,1,1.160063658782882,2
2,3,0.7343524284152171,2
5,2,0.4685001090427569,2
2,3,-0.6748386239446863,0
5,1,-1.4150548857268304,2
5,2,0.041051281816448355,2
2,2,-0.8294847443639606,2
3,3,1.4693558996214307,0
4,3,-1.227394424993329,2
5,3,-0.20047468153500242,1
5,1,-0.46806459776610615,1
4,3,0.9724031980493808,2
3,2,-1.6061905401776189,2
3,1,-0.8416479223744653,1
3,3,0.14356949647641667,2
4,2,1.1809148210866045,2
5,2,-0.6904769956724781,1
5,3,1.1305245121859422,1
4,2,0.25477569542960266,1
4,2,-0.48544056635254146,0
2,3,-0.1361835977651918,1
3,1,-0.18831150352449771,0
4,3,0.14183189961777315,1
4,3,-1.5575378281356,0
5,2,1.2330427268459105,2
2,2,-1.639204880491846,1
4,3,-0.10664445116825176,0
2,3,-0.40203591713765197,1
2,2,-0.08753088572317293,1
5,3,0.9967295540703903,0
3,2,0.5553799519749335,0
4,2,-0.12402041975468707,1
3,1,0.8542466116616207,1
5,3,-1.6374672836332023,0
3,1,1.7143570566901685,0
3,3,1.0766590095679927,0
5,3,0.360769103806858,1
4,2,0.2356621299845238,0
4,1,-0.36728397996478135,2
5,3,0.2078605802462273,0
5,3,-1.3472886082397326,0
4,2,0.6752741352213371,1
5,2,1.0783966064266362,2
4,2,0.6179334388861005,0
4,1,-1.2847351213285656,1
2,1,-1.2048056658309632,2
4,1,-0.6731010270860428,2
5,3,0.190484611659792,0
2,1,-1.6861199956752213,2
5,1,0.1331439153245555,2
2,1,0.7100260723942077,1
4,3,1.201765983390327,1
3,2,-1.5036723255176505,2
2,3,-1.5540626344183128,0
4,3,-1.7034959642616565,1
2,3,1.4189655907207683,2
2,2,-0.4593766134728885,2
3,2,0.8021187059023148,1
4,2,-0.5844835872952228,0
5,1,0.1783214336492873,2
3,1,-0.3012552993363272,2
2,2,1.6709171352240801,2
3,3,0.4789256901946181,1
4,1,-1.6183537181881236,0
2,1,0.42332259071802514,2
4,1,-0.2786665401739613,1
4,1,0.3416555383617792,2
2,1,1.116623737316794,2
4,1,1.6761299258000109,0
3,3,-0.9076766030029194,0
2,1,-0.46632700090746265,0
5,3,-0.07710530457131173,2
2,3,-0.1987370846763589,0
4,1,0.5102024336502017,0
3,3,1.4207031875794118,0
3,3,1.0523326535469832,2
2,1,-0.26476576530481305,1
3,3,1.6969810881037333,1
4,1,1.182652417945248,1
4,1,-0.16398514750348828,0
5,1,1.142687690196447,0
5,3,-1.6444176710677765,2
4,2,-0.7843072260392288,1
4,3,0.5327911928125676,0
3,3,1.2069787739662574,2
2,1,0.27736445459196857,0
3,1,-0.687001801955191,2
2,2,-0.2682409590221001,1
2,2,1.5336469833912414,2
3,1,-0.7964704040497335,1
5,1,-1.5488498438423823,0
5,2,-1.0101948176628877,1
2,1,0.10360476872761547,1
2,2,1.4241783812966988,1
4,1,1.516271014804806,1
5,3,-1.0206203988147489,0
2,2,-0.8903006344164841,0
5,2,-1.3490262050983763,2
4,3,-1.1839545035272407,1
5,3,0.8924737425517785,1
4,1,1.7143570566901685,2
3,3,-0.6557250584996075,2
4,3,-0.8572862941022571,1
4,1,-0.12749561347197413,1
3,1,0.4146346064248075,2
3,1,0.8629345959548385,0
5,1,1.175702030510674,0
5,3,1.1774396273693175,0
2,1,1.6518035697790014,0
4,1,1.4033272189929764,0
4,3,0.06537763783745779,0
4,3,-0.4767525820593238,2
5,1,0.49456406192240987,2
3,2,0.7135012661114948,2
5,2,-1.7034959642616565,1
4,3,-0.11359483860282588,0
5,2,0.8021187059023148,0
2,1,1.339036135223166,2
5,3,0.8299202556406113,0
4,1,1.2278299362699798,0
5,3,1.6639667477895062,0
5,1,-0.005863833366926974,1
2,1,0.2686764702987509,2
5,3,-0.04409096425708465,1
3,3,-1.475870775779354,0
4,3,-0.06320452970216349,1
3,3,1.4207031875794118,2
4,2,-0.3446952208024155,2
4,2,-1.0379963674011843,1
5,2,0.38162026611058036,1
3,2,0.2999532137543344,0
5,2,-0.08231809514724232,2
5,3,1.6587539572135754,2
3,1,-0.29256731504310957,1
3,2,-0.3516456082369896,1
4,1,0.16442065878013903,1
3,3,-1.0188828019561054,2
5,2,0.33296755406856154,1
4,2,0.5501671613990029,2
5,2,0.11055515616218958,2
2,2,-0.6001219590230145,1
2,2,0.6822245226559112,0
5,1,0.33296755406856154,0
4,3,1.2921210200397906,1
5,2,-0.2387018124251601,2
4,1,1.6674419415067931,1
5,3,0.35729391008957095,2
3,3,0.3486059257963533,1
3,3,-0.5028165349389768,0
5,3,-0.9650172993381559,2
5,1,0.4372233655871734,1
2,3,-1.0449467548357583,2
2,2,0.8090690933368889,0
4,1,-1.5384242626905211,2
2,2,0.982828779201242,0
3,3,-1.3194870585014362,2
3,3,-0.487178163211185,2
5,3,-1.6027153464603316,2
2,1,0.8750977739653432,2
5,3,1.153113271348308,1
2,3,1.5284341928153107,2
5,1,-1.1179258228987867,1
2,1,1.5093206273702318,2
2,1,0.09144159071711075,1
4,2,-1.187429697244528,2
5,3,0.61272064831017,0
5,3,0.23739972684316735,2
3,2,0.33470515092720504,1
5,3,0.4198473970007381,1
2,1,1.5180086116634495,1
5,3,0.02888810380594364,0
4,3,1.5319093865325977,1
3,2,-0.1361835977651918,1
3,2,-1.3472886082397326,1
5,2,-0.3620711893888508,0
